paper_id,title,preprint_date,question,question_type
2933771,Geometry of configuration mixing in Bose-Fermi systems,2025-06-12,What kind of quantum phenomena in odd-mass Nb nuclei can be understood through the geometric interpretation of an algebraic interacting boson-fermion model with configuration mixing?,summary
2107904,Phase transitions and latent heat in magnetized matter,2022-07-08,"How does a strong magnetic field affect the pressure, chemical potential, and latent heat of the phase transition between hadronic and quark matter, according to the MIT model with vector interactions and the NL3$\\omega \rho ^*$ parametrization?",factual
1962992,General purpose lattice QCD code set Bridge++ 2.0 for high performance computing,2021-11-08,What is the primary goal of the Bridge++ code set in the context of lattice QCD simulations?,factual
2605165,A machine learning approach to the classification of phase transitions in many flavor QCD,2022-11-29,What specific machine learning architecture is used to approximate probability distributions in the context of classifying phase transitions in many flavor QCD?,factual
1950993,Thermal QCD with external imaginary electric fields on the lattice,2021-10-23,"What is the electric susceptibility in thermal QCD with imaginary electric fields, and how does its determination differ from magnetic fields at non-zero temperatures?",conceptual
1832621,Deconfinement Phase Transition under Chemical Equilibrium,2020-11-23,"Within the Chiral Mean Field model, how does the assumption of chemical equilibrium with leptons impact the deconfinement phase transition to quark matter, particularly concerning the deconfinement region in three-dimensional quantum chromodynamics phase diagrams?",conceptual
1986056,Band-like structures and quartets in deformed N = Z nuclei,2021-12-08,"What types of nuclei are described using the formalism of $\alpha$-like quartets in this paper, and for which specific nuclei have the calculations been applied?",factual
2651549,Hadronic contribution to the running of the electromagnetic coupling constant from lattice QCD: challenges at short distances,2024-01-08,"What are the main challenges in calculating the hadronic vacuum polarization contribution to the running of the electromagnetic coupling constant at higher energies using lattice QCD, and how can improvement procedures based on lattice perturbation theory help address them?",conceptual
2966581,An exploratory calculation of $K_{\rm L}\toμ^+μ^-$ decay from Lattice QCD at physical pion mass,2025-09-04,"What is the statistical precision achieved for the dispersive part of the long-distance two-photon-exchange amplitude in the $K_{m L}ightarrowμ^+μ^-$ decay calculation?",factual
2628970,Implementation of chiral two-nucleon forces to nuclear many-body methods with Gaussian-wave packets,2023-02-02,What is the main challenge addressed by this paper regarding the implementation of chiral two-nucleon forces in Gaussian-wave packet-based many-body methods?,factual
2807708,Non-perturbative Collins-Soper kernel: Chiral quarks and Coulomb-gauge-fixed quasi-TMD,2024-07-15,What lattice QCD formalism and quark discretization scheme are used in this study to calculate the Collins-Soper (CS) kernel?,factual
1906135,About the Solution of the Numerical Instability for Topological Solitons with Long Range Interaction,2021-08-16,What causes the instabilities observed when computing solutions for topological solitons with long-range interactions in the scalar SU(2)-field model?,factual
2845244,Folding Procedure for $\Omega $-$\alpha $ Potential,2024-11-04,What is the fitted Woods-Saxon function for the $\Omega \alpha$ folding potential $V_{\Omega \alpha }(r)$ and what are its parameters in the asymptotic region?,factual
2648212,Sp(2N) Lattice Gauge Theories and Extensions of the Standard Model of Particle Physics,2023-04-03,"What specific quantities related to Yang-Mills theories have been measured in lattice studies as part of this research programme, and what is discussed regarding their large-N extrapolation?",factual
2764020,The quark-mass dependence of the potential energy between static colour sources in the QCD vacuum with light and strange quarks,2024-03-01,"What is the extrapolated value of the QCD string tension, $\sqrt{\sigma}$, in MeV for the physical light-quark masses based on the lattice QCD calculations with light and strange quarks?",factual
2614864,Coexistence of quartets and pairs in even-even N > Z nuclei,2022-12-15,"How are the ground states of even-even N > Z nuclei described in the abstract, considering the interaction of nucleons with realistic two-body forces?",summary
2874480,Exploring total fission cross sections of neutron- and proton-induced reactions of exotic nuclei at relativistic energies using the <math><mrow><mi>INCL</mi><mtext>-</mtext><mi>ABLA</mi><mo>+</mo><mo>+</mo></mrow></math> models,2025-01-31,What are the key updates made to the INCL++ de-excitation code in this study to improve the description of fission cross sections?,factual
2925011,Microscopic constraints for the equation of state and structure of neutron stars: a Bayesian model mixing framework,2025-05-24,What are the two different microscopic theories used in the Bayesian model mixing framework to infer constraints on the neutron star matter equation of state at intermediate densities?,factual
2870288,A precise study of the thermodynamic properties of the SU(3) Yang-Mills theory across the deconfinement transition,2025-01-17,"What is the combined estimate for the latent heat, h, in the SU(3) Yang-Mills theory as determined from the entropy density and the trace anomaly?",factual
2806791,Extending DD-$α$AMG on heterogeneous machines,2024-07-10,"What is the performance comparison between Richardson smoothing and GCR and SAP smoothing in the DD-αAMG solver, as observed in the numerical experiments?",factual
1846903,On the QED corrections to elastic electron scattering at high momentum transfer,2021-02-16,What is the energy range considered for elastic electron scattering from a 12C nucleus in this study?,factual
3091707,Finite density lattice QCD without extrapolations,2025-12-10,"In the canonical formulation of finite density QCD discussed in the abstract, which two quantities are used as parameters for the system, and what specific QCD quantities are computed as functions of these parameters?",factual
2799758,Two-center harmonic oscillator basis for Skyrme-DFT calculations (I): formalism and Proof of Principle,2025-06-14,What specific nuclear interactions are incorporated into the new method for solving nuclear density functional theory equations using a two-center harmonic oscillator basis?,factual
2165936,Ab initio single-neutron spectroscopic overlaps in lithium isotopes,2022-10-17,What lithium isotopes are used as illustrative examples for calculating single-neutron spectroscopic overlaps and their associated neutron-nucleus asymptotic normalization coefficients (ANCs) and spectroscopic factors (SFs) in this study?,factual
1807898,Coulomb Corrections for Bose–Einstein Correlations from One- and Three-Dimensional Lévy-Type Source Functions,2020-07-17,"How does the study in the abstract address the effect of Coulomb interactions on Bose–Einstein correlations for non-spherical Lévy sources, and what numerical method is employed for this calculation?",summary
1854172,Higher order cumulants of transverse momentum and harmonic flow in relativistic heavy ion collisions,2021-03-29,"How can third and fourth order symmetric cumulants of transverse momentum and harmonic flow be calculated in the hydrodynamic model, and what is their potential use in studying initial state correlations?",conceptual
2973744,Isoenergetic description of induced fission pathways within energy-density functional theory,2025-09-26,How does the isoenergetic description of induced fission pathways in <math><mmultiscripts><mi>Lv</mi><mprescripts/><none/><mn>296</mn></mmultiscripts></math> compare to isothermal and isentropic descriptions in terms of fission barrier and damping factor at the same excitation energy?,factual
3075563,Semi-classical and boson descriptions of scissors states,2025-10-31,What is the relation between the ground band energy and the wobbling energy in the semi-classical and boson descriptions of scissors states as presented in the abstract?,factual
1805105,Examination of coalescence as the origin of nuclei in hadronic collisions,2020-07-03,"What theoretical framework underlies the coalescence model for cluster formation, and how does it relate to the Bethe-Salpeter equation and effective quantum mechanics?",conceptual
2612452,Prediction of nuclear charge density distribution with feedback neural network,2024-04-16,How does the introduction of $A^{1/3}$ into the input parameter of the neural network affect the accuracy and precision of the parameter-learning effect for the two-parameter Fermi (2pF) model?,factual
1998828,Finite-volume effects and meson scattering in the 2-flavour Schwinger model,2021-12-30,"In the context of the 2-flavour Schwinger model with Wilson fermions and fixed fermion numbers, how is the determinant of the Dirac operator described, and what does this description allow for the examination of?",conceptual
2846336,Entanglement properties of SU(2) gauge theory,2024-11-07,"What specific phenomena related to thermalization in two-dimensional SU(2) gauge theory have been investigated using exact real-time simulations, and what new findings regarding a two-step thermalization process and the role of higher gauge field representations were presented?",summary
2902122,Electromagnetic moments in the Sn-Gd region determined within nuclear DFT,2025-03-19,"What is the influence of particle number symmetry restoration on the calculated moments within the nuclear DFT framework, according to the abstract?",factual
2810690,Diagrammatic ab initio methods for infinite nuclear matter with modern chiral interactions,2024-07-24,Which three ab initio methods based on diagrammatic expansions were used to study the equation of state for pure neutron matter and symmetric nuclear matter?,factual
2011833,Single-pion contribution to the Gerasimov-Drell-Hearn sum rule and related integrals,2022-01-17,How does the single-pion contribution to the Gerasimov-Drell-Hearn (GDH) sum rule differ between the proton and the neutron based on the provided abstract?,factual
3074255,Low-lying baryon resonances from lattice QCD,2025-10-28,"What is the relationship between the scattering K-matrix, the box matrix, and the finite-volume energy spectrum in lattice QCD calculations of baryon resonances?",conceptual
2804491,External-magnetic-field-induced paramagnetic squeezing effect in heavy-ion collisions at energies available at the CERN Large Hadron Collider,2024-05-04,"What is the estimated maximum percentage reduction in the momentum anisotropy of QGP due to enduring magnetic fields in noncentral $\text{Pb}+\text{Pb}$ collisions at the LHC, as found in the study?",factual
1854167,Lattice determination of I=0 and 2 ππ scattering phase shifts with a physical pion mass,2021-03-28,What are the implemented \pi\pi interpolating operators used in the lattice QCD calculation for determining s-wave \pi\pi scattering phase shifts?,factual
2846087,Hyperon Production in Bi + Bi Collisions at the Nuclotron-Based Ion Collider Facility and Angular Dependence of Hyperon Spin Polarization,2024-11-06,"How does the rapidity distribution of \( \Lambda \), \( \Sigma^0 \), and \( \Xi \) baryons compare to that of \( \bar{s} \) baryons in Bi + Bi collisions at 1.5 GeV, according to the PHSD transport model?",factual
2700904,Improved algorithm for dynamical triangulations and simulations of finer lattices,2023-09-21,"What key condition does the new algorithm for Euclidean dynamical triangulations allow for, which is necessary for efficient simulation of theories with global terms?",factual
2772056,$p\bar{\varLambda }$ final-state interaction in the reactions $e^+e^- \rightarrow K^- p \bar{\varLambda }$ and $J/\psi \rightarrow K^- p \bar{\varLambda }$,2024-03-27,"What potential models for the $par{\Lambda}$ interaction are considered in the abstract, and what experimental analysis were they established from?",factual
2682748,"Short-range correlations and momentum distributions in mirror nuclei <math><mmultiscripts><mi mathvariant=""normal"">H</mi><mprescripts/><none/><mn>3</mn></mmultiscripts></math> and <math><mmultiscripts><mi>He</mi><mprescripts/><none/><mn>3</mn></mmultiscripts></math>",2023-07-26,"What type of short-range correlation (SRC) pairs are significantly enhanced in \(^3\text{H}\) and \(^3\text{He}\) nuclei compared to \(nn(pp)\)-SRC ones, and is this enhancement consistent with experimental findings?",factual
2667548,Quantum kinetic theory with interactions for massive vector bosons,2023-06-09,"What is the form of the collision term in the quantum kinetic theory for massive spin-1 particles, up to first order in $\hbar$, compared to spin-1/2 particles?",factual
1864764,A Realistic Approach to the $\varXi NN$ Bound-State Problem Based on Faddeev Equation,2021-05-24,"What are the $\Xi NN$ interaction models used in this study, and which one generates a bound state with specific quantum numbers?",factual
1981916,Holography for Ising spins on the hyperbolic plane,2021-11-30,What evidence supports the claim that the connection between continuum boundary conformal symmetry and isometries of the bulk hyperbolic space survives for simple interacting field theories when the bulk is approximated by a discrete tessellation?,factual
2677879,Magnetic polarizability of a charged pion from four-point functions in lattice QCD,2023-07-17,What is the approximate value of the magnetic polarizability ($\beta_M$) of a charged pion obtained from the connected diagrams in the lattice QCD simulation described in the abstract?,factual
2775418,From chiral effective field theory to perturbative QCD: A Bayesian model mixing approach to symmetric nuclear matter,2024-04-09,What is the primary challenge addressed by the Bayesian multimodel inference approach discussed in the abstract concerning the equation of state (EOS) of dense matter?,conceptual
2871499,Symmetry of screening masses of mesons in two-flavor lattice QCD at high temperatures,2025-01-22,"What temperature range, in MeV, is covered by the simulations in the study, and what is the estimated critical temperature?",factual
2628719,Boundary states and non-Abelian Casimir effect in lattice Yang-Mills theory,2023-02-01,"What is the mass of the newly discovered gluonic state, referred to as the ""glueton,"" in SU(3) lattice gauge theory, and how does it compare to the ground-state glueball mass?",factual
2761350,Microscopic bell-shape nonlocality: The case of proton scattering off 40Ca at 200 MeV,2024-02-22,"What is the proposed separable structure for microscopic nonlocal optical potentials in this work, and what is its functional form?",factual
2941296,From bare two-nucleon interaction to nuclear matter and finite nuclei in a relativistic framework,2025-07-02,"What is the primary advantage of the relativistic framework used in this study compared to most existing ab initio studies of nuclear forces, infinite nuclear matter, and finite nuclei?",conceptual
1814581,Field sparsening for the construction of the correlation functions in lattice QCD,2020-09-02,"What are the two field-sparsening methods discussed in the abstract for constructing correlation functions in lattice QCD, and what is the approximate reduction in the number of field points for Gaussian-smeared operators?",factual
2828756,Supersymmetric QCD on the lattice: Fine-tuning and counterterms for the quartic couplings,2024-09-11,"What specific type of actions for gluon, fermion, and squark fields are used in the lattice version of SQCD described in the abstract?",factual
1852323,Nuclear energy density functionals from empirical ground-state densities,2021-03-18,What is the method developed in this paper to improve relativistic nuclear energy density functionals?,factual
2659659,NN scattering with $N\varDelta $ coupling: dibaryon resonances without “dibaryons”?,2023-05-15,"How does the strength of the $NN ightarrow N	riangle $ transition compare to the strength of one pion exchange in peripheral partial waves up to $J=6$ in isospin one NN scattering, according to the coupled-channel method?",factual
2168908,Spatial Structure of the ${}^{{12}}$C Nucleus in a 3$\alpha$ Model with Deep Potentials Containing Forbidden States,2022-10-21,What are the dominant partial wave contributions to the ground state ($0_{1}^{+}$) and the $2_{1}^{+}$ excited bound state of the ${}^{12}$C nucleus in the 3$\oldsymbol{\alpha}$ model?,factual
2669356,Multipolynomial Monte Carlo for trace estimation in lattice QCD,2023-06-15,What is the primary application of estimating the trace of the inverse of a large matrix in lattice quantum chromodynamics?,factual
1881576,Coulomb field correction due to virtual e+e− production in heavy ion collisions,2021-07-09,What is the approximate magnitude of the Coulomb field correction due to virtual $e^{+}e^{-}$ pair production at nuclear scales?,factual
2766192,B-meson semileptonic decays from highly improved staggered quarks,2024-02-18,"What is the primary focus of the updated results on B-meson semileptonic decays presented in this abstract, particularly concerning the form factors?",summary
2897078,Dissipative currents and transport coefficients in relativistic spin hydrodynamics,2025-03-05,"How many relativistic transport coefficients are determined in the first order of relativistic spin hydrodynamics with finite chemical potential, and how are they distributed among the symmetric energy-momentum tensor, antisymmetric energy-momentum tensor, conserved vector current, and spin tensor?",factual
1791969,Anomaly in the decay of 8Be and 4He—can an observed light boson mediate low-energy nucleon–nucleon interactions?,2020-04-21,"What is the proposed rest mass of the boson that might mediate low-energy nucleon-nucleon interactions, as suggested by the anomaly in the decay of 8Be and 4He?",factual
2928988,New level density parameter beyond Egidy-Bucurescu's systematics,2025-06-02,"What were the three forms of nuclear level density parameters (LDPs) fitted in this study, according to the back-shifted Fermi gas model?",factual
2838930,Influence of center vortices on the overlap quark propagator in dynamical QCD,2024-10-09,"How does the removal of center vortices affect dynamical mass generation in the overlap Landau-gauge quark propagator for different valence quark masses, while keeping the sea quark mass near-physical?",factual
2777806,1/2$^-$$\alpha$ cluster resonances of $^{13}$C studied by the analytic continuation in the coupling constant,2024-04-15,"What method is used in the study to investigate the 1/2$^-$ resonant states in $^{13}$C, particularly for resonances near the 3$\alpha$+n threshold?",factual
1827303,Toward Lattice QCD On Billion Core Approximate Computers,2020-10-29,"What is the speed and speed/watt improvement observed when running a 20 million point 3D U(1) sigma model on a 34,000-core prototype approximate computer compared to a traditional CPU?",factual
2030099,"Nuclear spectroscopy with heavy ion nucleon knockout and (p,2p) reactions",2022-02-09,"What types of nuclear spectroscopy tools are discussed in the abstract, and which nuclei are studied using ab initio many-body wave functions?",factual
2901443,Delayed Thermal Relaxation of Rapidly Cooling Neutron Stars: Nucleon Superfluidity and Non-nucleon Particles,2025-05-08,"Under what specific physical conditions do rapidly cooling neutron stars, influenced by neutron superfluidity and direct Urca processes, exhibit delayed thermal relaxation?",conceptual
2721810,Optimal colliding energy for the synthesis of a superheavy element with <math><mrow><mi>Z</mi><mo>=</mo><mn>119</mn></mrow></math>,2023-11-13,"What is the maximum cross section for the $4n$ channel in the synthesis of the superheavy element with $Z=119$ using the $^{51}V + ^{248}Cm$ reaction, and at what center-of-mass energy is it achieved?",factual
2873831,Zubarev response approach to polarization phenomena in local equilibrium,2025-01-29,"How does the Zubarev response approach explain the vector polarization of a spin-1 particle in a locally equilibrated medium, and how do the contributions from vorticity, temperature gradients, and shear compare to those of a spin-1/2 particle?",conceptual
2810681,Enhancement of deltaful two-pion exchange nuclear forces,2024-07-24,What is the reason suggested by the abstract for the significant difference in strength between dimensionally regularized and spectral function regularized two-pion exchanges with explicit delta isobar degrees of freedom?,conceptual
1824412,Effective shear and bulk viscosities for anisotropic flow,2020-10-22,What determines the viscous damping of anisotropic flow in heavy-ion collisions according to the abstract?,factual
2606621,Calculation of the pion charge radius from an improved model-independent method,2022-11-30,"What are the two main sources of systematic errors in the previously proposed model-independent method for calculating the pion charge radius, especially for small pole mass and volume?",factual
2940193,Half-life of <math><mmultiscripts><mi>Xe</mi><mprescripts/><none/><mn>136</mn></mmultiscripts></math> for neutrinoless double-<math><mi>β</mi></math> decay calculated with effective axial-vector current coupling unified for two-neutrino and neutrinoless double-<math><mi>β</mi></math> decay modes,2025-06-29,"How does the choice of nuclear structure interaction, specifically \( \text{SkM}^* \) versus SGII, affect the effective axial-vector current coupling constant ($\msubsup><mi>g</mi><mi>A</mi><mtext>eff</mtext></msubsup$) in the calculation of the neutrinoless double beta decay half-life of \(\mmultiscripts><mi>Xe</mi><mprescripts/><none/><mn>136</mn></mmultiscripts>\)?",factual
1920884,Inhomogeneities in the two-flavor chiral Gross-Neveu model,2021-09-12,"In the context of the two-flavor chiral Gross-Neveu model with an axial $U_A(1)$ symmetry in $1+1$ dimensions, what is the observed behavior of the chiral spiral at low temperatures and how do its properties differ between the $N_f 	o 	ext{inf}$ and $N_f = 2$ cases?",conceptual
2628377,"Investigating the fission dynamics of the following neutron shell closed nuclei within a stochastic dynamical approach: $^{210}$Po, $^{212}$Rn, and $^{213}$Fr*",2023-01-31,"Which stochastic dynamical approach is utilized in the study to reproduce experimental data for neutron shell closed nuclei like $^{210}$Po and $^{212}$Rn, and what is the key characteristic of the friction form factor used in the calculations?",factual
2806811,Calibrating global behavior of equation of state by combining nuclear and astrophysics inputs in a machine learning approach,2024-07-11,What is the speedup achieved by employing symbolic regression models (SRMs) in Bayesian inference for calibrating the equation of state (EOS) compared to direct solutions of the Tolman-Oppenheimer-Volkoff (TOV) equations?,factual
2859847,Quantum sampling on a quantum annealer for large volumes in the strong coupling limit for gauge group U(3),2024-12-16,"How does the D-Wave quantum annealer, in conjunction with the Metropolis-Hastings algorithm, assist in generating thermodynamic observables and their parameter dependence for U(3) gauge theory on large 2D and 4D lattices in the strong coupling limit, and how are these results benchmarked against classical Monte Carlo simulations?",factual
1895121,Phase structure of the CP(1) model in the presence of a topological θ-term,2021-07-29,What is the observed phase transition at $\theta = \pi$ in the CP(1) model for $0 \leq \beta \leq 1.1$ according to the bond-weighted tensor renormalization group method?,factual
1809831,Core of $^{25}$F in the rotational model,2020-08-03,"Within the particle-rotor model, what are the estimated values for the effective core's 2+ energy and quadrupole deformation $\epsilon_2$ of $^{25}$F, based on the observed excitation energies of the 1/21+ and 9/21+ states?",factual
2148918,’t Hooft anomalies for staggered fermions,2022-09-08,What symmetry is broken from $U(1)$ down to $Z_4$ in even dimensions due to a perturbative anomaly when staggered fermions are coupled to gravity?,factual
1978866,Description of Nb93 stellar electron-capture rates by the projected shell model,2021-11-28,"How does the projected shell model (PSM), which explicitly includes excited configurations as multi-quasiparticle states, address the challenge of accurately treating electron capture (EC) rates for medium-heavy and heavy nuclei in stellar environments, using the example of $\text{Nb}_{93} \rightarrow \text{Zr}_{93}$?",conceptual
2654631,Investigating the cluster production mechanism with isospin triggering: Thermal models versus coalescence models,2022-10-20,"How does the deuteron yield depend on $\Delta Y_{\pi}$ in the coalescence model, and how does this differ from the thermal model?",conceptual
2942771,"Nuclear <math altimg=""si203.svg"" display=""inline"" id=""d1e106787""><msup><mrow><mi>β</mi></mrow><mrow><mo>−</mo></mrow></msup></math>-decay with statistical de-excitation",2025-07-04,What two nuclear models are combined in the QRPA+HF approach to describe nuclear <math altimg alt=,factual
1799839,Far From Equilibrium Hydrodynamics and the Beam Energy Scan,2020-06-07,"How do out-of-equilibrium effects influence the initial baryon chemical potential $(\mu_B)$ for a Bjorken expanding hydrodynamic system with a critical point, and by how much can $\mu_B$ vary for the same initial energy density and baryon density?",factual
2945867,Color-magnetic correlations in SU(2) and SU(3) lattice QCD,2025-07-14,"How is the Landau-gauge gluon propagator <math display=""inline""><msup><mi>g</mi><mn>2</mn></msup><mo stretchy=""false"">⟨</mo><msubsup><mi>A</mi><mi>μ</mi><mi>a</mi></msubsup><mo stretchy=""false"">(</mo><mi>s</mi><mo stretchy=""false"">)</mo><msubsup><mi>A</mi><mi>ν</mi><mi>b</mi></msubsup><mo stretchy=""false"">(</mo><msup><mi>s</mi><mo>′</mo></msup><mo stretchy=""false"">)</mo><mo stretchy=""false"">⟩</mo></math> described in SU(2) and SU(3) quenched lattice QCD for <math display=""inline""><mi>r</mi><mo>=</mo><mn>0.1</mn><mi>–</mi><mn>1.0</mn><mtext> </mtext><mtext> </mtext><mi>fm</mi></math>?",factual
2771672,Nuclear matrix elements of neutrinoless double-beta decay in covariant density functional theory with different mechanisms,2024-03-26,"What nuclei are considered in the study for calculating nuclear matrix elements (NMEs) of neutrinoless double-beta (<math altimg=""si1.svg""><mn>0</mn><mi>ν</mi><mi>β</mi><mi>β</mi></math>) decay using multi-reference covariant density functional theory (MR-CDFT)?",factual
1856082,Equilibrium constants of nuclear reactions in supernova explosions,2021-04-04,How are protons and neutrons treated in terms of their internal structure when calculating the equilibrium constants for $\beta$-decay reactions in the context of supernova explosions?,factual
1873195,Comparison of fission and quasi-fission modes,2021-06-30,"According to the time-dependent Hartree-Fock simulations of $^{50}$Ca+$^{176}$Yb collisions, at what point does mass equilibration between fragments in quasi-fission cease, and what are the observed similarities to other nuclear processes?",factual
2838003,How the HESS J1731-347 object could be explained using K− condensation,2024-10-07,"What are the two theoretical frameworks used in the paper to investigate the possible existence of kaon condensation in hadronic neutron stars, and what specific aspects are explored concerning the nucleon-kaon potential and strangeness content?",factual
1886940,Description of the shape of medium and heavy nuclei using a finite deformed one-particle potential with deformation-dependent diffuseness,2021-07-17,How does the dependence of the diffuseness of the potential surface on deformation affect the potential energy of nuclear deformation in medium and heavy nuclei?,conceptual
1971260,FLAG Review 2021,2021-11-18,What are the specific quantities related to the heavy-quark sector reviewed in the FLAG 2021 paper that are relevant for determining CKM matrix elements and performing a global CKM unitarity-triangle fit?,factual
2873823,"Quantum simulation of non-Abelian lattice gauge theories: A variational approach to <math><msub><mi mathvariant=""double-struck"">D</mi><mn>8</mn></msub></math> with dynamical matter",2025-01-29,What is the proposed variational scheme for the \(\mathbb{D}_8\) LGT that can be implemented on a universal qudit quantum device?,factual
2632786,Hidden Euclidean dynamical symmetry in the U(n+1) vibron model,2023-02-15,"How can the E(n) dynamical symmetry emerge at the critical point of the U(n)-SO(n+1) quantum phase transition, according to the U(n+1) vibron model?",conceptual
2885882,Quantum dynamical microscopic approach to stellar carbon burning,2025-02-16,What quantum dynamical calculation methods are combined in this study to investigate carbon burning?,factual
2615941,Lattice Study of Spectator Effects in $b$-hadron Decays,2022-12-19,What specific lattice ensembles were used for the RBC-UKQCD (2+1)-flavor Domain Wall Fermion calculations in this study of spectator effects in $b$-hadron decays?,factual
2779440,Axially deformed relativistic quasiparticle random-phase approximation based on point-coupling interactions,2024-04-20,How does nuclear deformation affect the excitation energies and transition strength distributions of collective nuclear excitations like giant resonances?,conceptual
2857271,The Roberge-Weiss endpoint in ($2$+$1$)-flavor QCD with background magnetic fields,2024-12-09,"What is the order of the Roberge-Weiss (RW) transition in ($2$+$1$)-flavor QCD with background magnetic fields, based on the lattice QCD simulations performed in this study?",factual
2847974,Bayesian evaluation of hadron-quark phase transition models through neutron star observables in light of nuclear and astrophysics data,2024-11-13,"What is the range of values predicted for the parameter $d_c$ by the hybrid and hadronic models at around five times saturation density, and how do these values relate to the presence of deconfined quark matter?",factual
2156631,Systematic study of proton radioactivity half-lives based on the relationship between Skyrme-Hartree-Fock and the macroscopic quantities of nuclear matter*,2022-09-26,What is the correlation analyzed in this study between proton radioactivity half-life and macroscopic quantities of nuclear matter?,factual
2831885,Heavy Flavour Energy Loss in Small and Large Systems,2024-09-23,What is the primary mechanism responsible for suppression in small systems according to the energy loss model presented in the abstract?,factual
2943405,"Revisiting <math altimg=""si26.svg""><mrow><msup><mi>η</mi><mo>′</mo></msup><mrow><mo>(</mo><mn>958</mn><mo>)</mo></mrow></mrow></math> nuclear states",2025-07-08,"According to the abstract, what are the required properties of the \eta'-nuclear potential for observing \eta'-nuclear quasibound states, and how do the potential derived in this study and the potential confirmed by the CBELSA/TAPS collaboration differ regarding these properties?",factual
1955734,The electroweak Hamiltonian in the gradient flow formalism,2021-10-29,What is the order of accuracy in QCD for the flowed operator product expansion of the current-current operators of the electroweak Hamiltonian that is reported in this contribution?,factual
2744154,Radius extrapolations for two-body bound states in finite volume,2023-12-29,"What physical observable is derived in this work regarding two-body bound states in finite volume, and how is it tested?",factual
2034646,Taylor expansions and Padé approximants for cumulants of conserved charge fluctuations at nonvanishing chemical potentials,2022-02-18,"According to the abstract, what are the estimated maximum values of \(\mu_B / T\) for which the Taylor expansions of the zeroth-, first-, and second-order cumulants of net-baryon-number fluctuations are reliable?",factual
3092486,"Loop-string-hadron approach to SU(3) lattice Yang-Mills theory, II: Operator representation for the trivalent vertex",2025-12-12,"What does the Loop-String-Hadron (LSH) approach to SU(3) lattice Yang-Mills theory present in this paper, specifically regarding operators at a trivalent vertex?",factual
2880233,Improvement to Generalized Separable Expansion Method in Lippmann-Schwinger Equation,2025-02-13,"What is the limitation of the conventional Generalized Separable Expansion (GSE) method regarding the singularity at the energy threshold of the two-body bound state, and how does the newly introduced GSE address this limitation?",conceptual
1938216,Utilization of event shape in search of the chiral magnetic effect in heavy-ion collisions,2021-10-01,"How does the event-shape engineering (ESE) method project the CME-sensitive correlators \(\gamma_{112}\), \(\gamma_{132}\), and \(\gamma_{123}\) to minimize background contributions from collective motion in heavy-ion collisions?",conceptual
1839212,Chaos in QCD? Gap equations and their fractal properties,2021-01-01,"What characterizes the chirally broken, non-chaotic domain in the iterative solution of QCD inspired gap equations at finite chemical potential, and what is its relation to quasi-particle excitations?",factual
2779405,Investigation of the ensemble of maximal center gauge,2024-04-20,How does restricting the maximization of the gauge functional to the Gaussian distributed part of the ensemble of local gauge maxima address the problem of underestimated string tension in the maximal center gauge?,conceptual
2690604,"Pion transition form factor from twisted-mass lattice QCD and the hadronic light-by-light <math display=""inline""><msup><mi>π</mi><mn>0</mn></msup></math>-pole contribution to the muon <math display=""inline""><mi>g</mi><mo>-</mo><mn>2</mn></math>",2023-08-23,What is the calculated pion-pole contribution to the hadronic light-by-light scattering in the muon $g-2$ based on the twisted-mass lattice QCD calculation?,factual
2879647,Quarkonium Spectroscopy in the Quark-Gluon Plasma,2025-02-13,How does the presence of large collisional widths of partons in a strongly coupled quark-gluon plasma (sQGP) affect the determination of binding energy for heavy quarkonia?,conceptual
2609535,$\Xi$-nuclear constraints from $\Xi^-$ emulsion capture events,2022-12-23,What is the approximate depth of the $\Xi$-nuclear potential ($V_{\Xi}$) in nuclear matter based on the KEK and J-PARC two-body $\Xi^- + A Z \rightarrow A' \Lambda Z' + A'' \Lambda Z''$ capture events in light emulsion nuclei?,factual
1792478,Designing Optimal Experiments: An Application to Proton Compton Scattering,2020-04-23,"According to the abstract, which specific spin observables and kinematic ranges are predicted to yield the strongest gains in constraining the proton's polarizabilities from new experimental data in proton Compton scattering?",factual
2622248,Chiral uncertainties in ab initio nucleon-nucleus elastic scattering,2023-01-10,"What specific chiral NN interaction from the LENPIC collaboration is used in this study, and up to which chiral order (NLO) is the nucleon-nucleon potential calculated for the effective nucleon-nucleus interaction?",factual
2641228,Introducing the Random Phase Approximation Theory,2023-03-10,What are the three different approaches used in the article to derive the secular equations of the Random Phase Approximation (RPA) theory?,factual
3075541,Holographic equation of state matched with hadron gas equation as a tool for the study of the quark-gluon plasma evolution,2025-10-31,What two equations of state are matched in this paper to study nuclear matter properties in relativistic heavy-ion collisions?,factual
3065759,Charge state regulation of nuclear excitation by electron capture in $^{229}$Th ions,2025-10-09,"According to the study, how does the dominant principal quantum number $n$ for NEEC channels in $^{229}	ext{Th}^{q+}$ ions change with the ion's charge state $q$ for the isomeric state (IS)?",factual
2864290,"Erratum: Exact solutions to the fermion propagator Schwinger-Dyson equation in Minkowski space with on-shell renormalization for quenched QED \newline [Phys. Rev. D 96, 036021 (2017)]",2024-12-30,"What specific approximation and gauge condition were used to obtain numeric solutions for the fermion propagator spectral functions in the context of quenched QED in Minkowski space, as described in the abstract?",factual
